NLF002	NLF005	NLF006	NLF007	NLF008	NLF009	NLF011	NLF013	NLF015	NLM001	NLM003	NLM006	NLM007	NLM017	NLM022	NLM023	NLM025	NLM026	NLM027	NOF001	NOF004	NOF005	NOF009	NOF010	NOF011	NOM001	NOM002	NOM005	NOM009	NOM012	NOM013	NOM015	NOM022	NOM026	NOM027	NOM028	NOM029	BGI002A	N006A	N024A	N038A	N043A	N046A	N052A	SZEY-26A	SZEY-43A	SZEY-75A	SZEY-81A	BGI-06A	BGI089A	N003A	N027A	SZEY-68A	BGI-17A	BGI-33A	BGI-34A	N020A	N022A	N025A	N029A	N031A	N034A	N056A	N064A	N066A	N083A	SZEY-09A	SZEY-10A	SZEY-24A	SZEY-29A	SZEY-35A	SZEY-37A	SZEY-39A	SZEY-40A	SZEY-44A	SZEY-55A	SZEY-59A	SZEY-62A	SZEY-64A	SZEY-66A	SZEY-78A	N001A	N002A	N026A	N033A	N042A	N044A	N049A	N079A	N103A	SZEY-22A	SZEY-30A	N075A	N104A	SZEY-101A	SZEY-104A	SZEY-90A	SZEY-93A	SZEY-95A	SZEY-97A	V1.CD2-0-PN	V1.CD4-0-PN	V1.CD6-0-PN	V1.CD8-0-PN	V1.CD4-0-PT	V1.CD6-0-PT	V1.CD2-0	V1.CD3-0	V1.CD4-0	V1.CD8-0	V1.CD9-0	V1.CD11-0	V1.CD13-0	V1.CD14-0	V1.CD16-0	V1.CD19-0	V1.CD22-0	V1.CD24-0	V1.CD27-0	V1.CD28-0	V1.CD29-0	V1.CD30-0	V1.CD31-0	V1.CD34-0	V1.CD36-0	V1.CD38-0	V1.CD40-0	V1.CD42-0	V1.CD43-0	V1.CD45-0	V1.CD49-0	V1.CD50-0	V1.CD52-0	V1.CD55-0	V1.FI01	V1.FI02	V1.FI03	V1.FI04	V1.FI05	V1.FI06	V1.FI07	V1.FI08	V1.FI09	V1.FI10	V1.FI14	V1.FI15	V1.FI16	V1.FI20	V1.FI28	V1.FI29	V1.FI30	V1.FI31	V1.FI35	O2.UC49-0	O2.UC50-0	O2.UC51-0	O2.UC52-0	O2.UC53-0	O2.UC54-0	O2.UC55-0	O2.UC56-0	O2.UC57-0	O2.UC58-0	O2.UC59-0	O2.UC60-0	V1.UC6-0	V1.UC7-0	V1.UC8-0	V1.UC9-0	V1.UC16-0	V1.UC18-0	V1.UC19-0	V1.UC24-0	V1.UC27-0	V1.UC28-0	V1.UC29-0	V1.UC30-0	V1.UC32-0	V1.UC33-0	V1.UC34-0	V1.UC36-0	V1.UC37-0	V1.UC41-0	V1.UC42-0	V1.UC43-0	V1.UC44-0	V1.UC46-0	V1.UC48-0	V1.UC58-0	V1.UC60-0	V1.UC61-0	V1.UC62-0	V1.UC63-0	V1.UC64-0	158256496-stool1	158337416-stool1	158458797-stool1	158479027-stool1	158499257-stool1	158742018-stool1	158802708-stool1	158883629-stool1	158924089-stool1	158944319-stool1	159005010-stool1	159146620-stool1	159166850-stool1	159207311-stool1	159227541-stool1	159247771-stool1	159268001-stool1	159369152-stool1	159490532-stool1	159510762-stool1	159551223-stool1	159571453-stool1	159591683-stool1	159611913-stool1	159632143-stool1	159713063-stool1	159733294-stool1	159753524-stool1	159814214-stool1	159915365-stool1	160158126-stool1	160178356-stool1	160218816-stool1	160319967-stool1	160400887-stool1	160421117-stool1	160502038-stool1	160582958-stool1	160603188-stool1	160643649-stool1	160704339-stool1	160765029-stool1	246515023-stool1	338793263-stool1	404239096-stool1	508703490-stool1	550534656-stool1	604812005-stool1	638754422-stool1	675950834-stool1	686765762-stool1	706846339-stool1	737052003-stool1	763435843-stool1	763496533-stool1	763536994-stool1	763577454-stool1	763597684-stool1	763678604-stool1	763759525-stool1	763820215-stool1	763840445-stool1	763860675-stool1	763901136-stool1	763961826-stool1	763982056-stool1	764002286-stool1	764042746-stool1	764062976-stool1	764143897-stool1	764184357-stool1	764224817-stool1	764285508-stool1	764325968-stool1	764447348-stool1	764487809-stool1	764508039-stool1	764588959-stool1	764649650-stool1	764669880-stool1	764811490-stool1	764892411-stool1	765013792-stool1	765034022-stool1	765074482-stool1	765094712-stool1	765135172-stool1	765560005-stool1	765620695-stool1	765640925-stool1	765701615-stool1	809635352-stool1	823052294-stool1	861967750-stool1	MH0109	MH0128	MH0277	MH0060	MH0318	MH0272	MH0302	MH0166	MH0414	MH0095	MH0110	MH0164	MH0135	MH0434	MH0118	MH0143	MH0039	MH0044	MH0079	MH0457	MH0420	MH0132	MH0322	MH0404	MH0152	MH0115	MH0051	MH0173	MH0239	MH0076	MH0415	MH0040	MH0101	MH0125	MH0448	MH0206	MH0444	MH0236	MH0031	MH0043	MH0411	MH0089	MH0416	MH0247	MH0433	MH0067	MH0456	MH0002	MH0045	MH0113	MH0454	MH0432	MH0224	MH0120	MH0408	MH0409	MH0286	MH0032	MH0130	MH0064	MH0151	MH0447	MH0161	MH0243	MH0080	MH0288	MH0453	MH0009	MH0041	MH0122	MH0274	MH0428	MH0075	MH0417	MH0197	MH0087
Cluster1287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster1288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00267228371796e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.11554763766417e-05	0	0	5.1051136177728e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.98748401726798e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster1289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster1290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster1291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster1292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster1293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.98627841889779e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.78885377628098e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.80967211187624e-06	0	0	4.64682734653911e-06	0	0	0	0	0	0	0	0	0	0	0	0
Cluster1294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster1295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster1296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.106419099783e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster1297	0	2.77990548288172e-05	0	0	5.9709820045171e-05	0	0	0	0	0	0	0	0.000145421717089231	0	0	1.82008775029437e-05	0	1.21851514682896e-05	0	0	2.01081971416337e-05	0	0	0	0	0	0	0	0	0	0	0	1.3524824557414e-05	0	0	0.000128148872005243	0	1.06338126236398e-05	0	0	0	0	0	0	5.03595572882374e-05	0	7.73490581123017e-06	0.00216383858560889	0	0	0	0	0	0	0	0	2.99972899103404e-05	0	0	0	0	1.0725141321559e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.26905858066668e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.55006131870717e-05	0	0	0.000589275350702948	0	0	2.02896165428539e-05	0	1.05627267577238e-05	1.50977383613798e-05	0	0.000122480326853848	0	0.000139997081259694	0	7.63079880826322e-06	0	1.68921525959126e-05	4.09225957475988e-05	2.55001585603685e-05	0	0	3.53794229106396e-05	7.43021342738044e-05	2.36578500727054e-05	0	0	8.12676585191424e-05	0.000109480882538876	0.000113071524906362	0	0	0	0	5.09301146442344e-06	0	0	0	6.11248853914295e-05	0	0	1.25015893692709e-05	0.00016837480318027	2.80707595273426e-05	0	0	0	2.93727888494211e-05	0	1.53873015326737e-05	0.000115142888301734	0	0	3.05053895655188e-05	1.28913833114366e-05	8.97982156890315e-05	8.23569122174344e-06	0	1.09258839908691e-05	0	0	0	7.92315533513121e-06	8.01513334904896e-06	0	9.02123628387265e-05	3.35186403479361e-05	0	0	0	0	0	0	0	0	0	0	7.03082986879029e-06	0	1.29072017963885e-05	0	2.0525867926453e-05	1.45844403418042e-05	0	1.69368595899503e-05	0.000375764352560232	0.000287636814641513	0	0	0.00018570360718896	0	0	0	0	1.37801513501605e-05	0	7.71313462968963e-06	0	0	3.63687614318214e-06	0	0	2.80525697702471e-05	0	3.58284619179772e-06	0	0	8.11329903097911e-06	0	1.90350943108512e-05	0	0	0	0	0	0	0	0	0	0	0	0	2.29972020602002e-05	0	0	0	0	1.94997428397766e-05	0	0	0	1.06381145269182e-05	0	7.02492640305035e-05	0	0	4.63085176892782e-06	0	0.000101971783073636	0	0	0	0	0	0	8.23107546553808e-06	0	6.82276721161947e-05	7.01093677536747e-05	0	0	0	0	0	0	0	1.08333958206478e-05	4.31167843511395e-06	1.37476929145109e-05	0.000156074931311655	0	0.000238943925685072	0	0	0	0	3.90899607203862e-06	0.00901736945946038	0	0	4.01584541809462e-06	1.1825082203486e-05	8.58786943674837e-06	0	0	0	0	0	3.07753151688412e-05	2.15771848581343e-05	0	0	0	0	0	3.94341902342582e-06	1.55905808184713e-05	0	0	0	0	1.11541121813051e-05	2.3308542821506e-05	6.06698580960716e-06	0	0.000105265009727733	0	0	0	0.00014520915871845	0	0.00137849466112986	7.22326351563184e-05	0	7.8415027602892e-06	0	0	0	2.16127108822e-05	0	0.00010627791896129	0	0	0	2.39114468156902e-05	0	0	0	0	0	0	1.08418056209217e-05	8.05741243606614e-06	0	4.96156754296096e-06	0	0	8.32677476862368e-05	0	0	0	0	0	0	0	0	0	0.000102064380196198	0.000811796340381519	0	0	0	3.69386560176128e-05	0.000118423297371984	0.000132040692600024	3.37922114767646e-05	0.00018388374046545	0	0	0	0	0	0.000557796605785506	0	4.84399072381115e-06	4.56731670735527e-06	4.7229185550036e-05	0	0.00017501327549054	0	0	0	4.06048039978752e-05	0	9.86247885749836e-06
Cluster1298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
